Shipment_ID,Date,Origin_Port,Destination_Port,Transport_Mode,Product_Category,Distance_km,Weight_MT,Fuel_Price_Index,Geopolitical_Risk_Score,Weather_Condition,Carrier_Reliability_Score,Lead_Time_Days,Disruption_Occurred
1268,593,5,7,1,1,1253.58,243.15,3.01,3.9,4,0.91,2.74,1.0
1269,43,1,6,1,0,8348.8,389.18,1.58,3.4,3,0.899,7.92,0.0
1270,320,2,3,1,2,10781.38,191.8,1.28,6.3,4,0.551,30.32,0.0
1271,705,5,4,3,1,13129.05,222.12,1.37,5.9,3,0.9,28.93,0.0
1272,110,0,2,0,1,10854.26,188.72,4.35,2.9,3,0.56,0.88,0.0
1273,308,1,6,2,1,12125.06,184.3,1.67,1.5,2,0.562,60.93,1.0
1274,401,1,3,0,2,5422.03,263.45,3.54,3.7,2,0.974,3.93,1.0
1275,278,5,8,1,4,12314.96,404.59,1.42,4.2,2,0.91,82.61,1.0
1276,720,5,0,1,3,1661.67,181.52,1.56,6.3,3,0.776,1.66,1.0
1277,340,4,6,0,3,13474.84,262.6,2.88,9.1,4,0.937,2.81,1.0
1278,445,4,0,1,1,8440.09,335.69,2.73,0.4,3,0.995,7.35,0.0
1279,454,7,5,0,0,12350.82,135.45,4.34,2.4,1,0.805,1.28,1.0
1280,448,0,1,3,2,7058.62,139.48,4.32,1.9,1,0.806,16.61,0.0
1281,225,7,1,3,2,9831.88,466.77,3.77,5.0,3,0.877,20.04,0.0
1282,423,3,8,2,1,8132.84,362.04,3.19,4.3,0,0.616,5.72,1.0
1283,212,0,7,2,1,11108.05,289.02,2.7,7.3,1,0.584,14.55,1.0
1284,422,4,8,1,1,1683.63,324.21,2.38,2.4,1,0.88,2.08,1.0
1285,412,4,3,2,3,1375.11,15.62,4.33,5.9,4,0.672,3.1,0.0
1286,124,4,7,1,4,4083.0,309.43,3.19,8.8,2,0.568,32.24,1.0
1287,65,6,2,1,3,2813.4,255.24,3.11,9.1,0,0.657,3.1,0.0
1288,536,5,7,3,4,13140.86,273.33,1.97,9.6,0,0.679,27.52,1.0
1289,146,1,3,0,3,3678.6,180.35,1.35,7.7,4,0.983,1.23,1.0
1290,395,2,5,1,1,5384.99,97.48,2.24,2.3,4,0.765,12.71,1.0
1291,218,1,8,0,1,3140.71,475.42,2.66,2.0,1,0.984,1.11,1.0
1292,194,4,7,0,1,11950.63,204.94,1.58,0.1,1,0.952,1.47,0.0
1293,52,0,8,1,3,10051.26,233.87,3.96,7.1,2,0.756,75.18,1.0
1294,85,0,4,1,3,7723.84,27.3,1.29,9.4,1,0.953,10.54,1.0
1295,517,7,6,0,3,8552.77,19.75,3.95,1.9,2,0.702,4.05,1.0
1296,264,0,1,2,4,10928.43,358.87,1.66,6.4,3,0.615,10.69,1.0
1297,290,2,6,3,2,3812.59,269.51,4.13,7.5,0,0.616,6.73,0.0
1298,219,0,4,1,1,14946.84,254.84,3.61,9.3,3,0.831,18.23,0.0
1299,666,7,6,3,0,14634.5,122.32,1.74,6.5,0,0.751,26.77,1.0
1300,396,6,3,1,1,9929.72,372.63,3.07,9.7,3,0.829,12.34,1.0
1301,628,1,3,3,3,3393.37,84.95,2.23,3.4,2,0.843,43.93,1.0
1302,598,1,8,1,1,10363.31,95.78,1.79,3.5,4,0.511,26.01,1.0
1303,58,7,1,0,0,1546.88,230.9,4.04,5.4,3,0.527,0.5,1.0
1304,252,4,5,0,4,944.46,143.85,2.53,3.8,3,0.766,0.5,1.0
1305,348,0,7,0,0,4236.4,124.48,2.52,0.0,1,0.596,0.79,0.0
1306,607,7,7,0,1,7208.03,322.97,1.76,7.3,3,0.816,0.5,1.0
1307,52,0,8,1,2,13089.95,325.83,2.46,7.5,1,0.776,19.4,0.0
1308,95,7,6,0,2,11043.95,412.43,4.08,7.5,1,0.793,1.68,0.0
1309,202,4,7,1,2,11269.24,209.44,2.4,3.5,1,0.651,14.46,1.0
1310,564,3,7,1,0,6669.65,37.47,4.34,5.2,2,0.82,46.65,1.0
1311,161,1,4,3,3,5516.06,137.56,4.32,3.6,2,0.915,72.07,1.0
1312,229,0,4,2,0,5880.06,490.02,1.68,0.2,3,0.999,4.28,0.0
1313,315,3,7,0,0,14820.92,298.53,1.79,5.6,4,0.919,2.92,0.0
1314,443,3,1,0,2,1081.58,355.16,4.05,1.2,4,0.779,0.5,1.0
1315,441,1,8,3,1,13071.96,4.67,2.5,0.8,0,0.597,18.61,0.0
1316,490,5,1,3,0,8890.79,259.58,1.21,7.6,4,0.841,50.86,1.0
1317,655,0,5,3,3,6859.92,19.73,2.1,0.1,0,0.969,8.99,0.0
1318,396,3,8,2,3,11016.24,285.05,3.17,9.6,3,0.606,11.98,1.0
1319,194,7,7,2,2,7556.7,460.46,3.84,5.2,4,0.628,16.94,1.0
1320,515,5,3,3,2,13164.64,484.24,1.64,9.8,3,0.575,32.57,0.0
1321,355,1,5,0,0,6614.95,229.64,4.24,5.8,4,0.703,0.75,1.0
1322,661,6,6,0,2,4514.0,472.56,3.68,3.5,4,0.531,1.8,0.0
1323,240,6,4,3,1,9089.08,337.13,3.15,8.4,1,0.937,26.61,1.0
1324,549,5,3,0,1,13729.27,33.38,3.74,3.6,0,0.779,1.15,0.0
1325,369,5,1,2,4,3554.6,233.4,2.62,2.6,3,0.666,2.95,0.0
1326,438,0,7,0,1,9533.02,120.88,3.7,8.6,0,0.672,0.5,1.0
1327,438,0,5,0,0,9657.62,235.43,2.43,3.7,2,0.645,5.67,1.0
1328,353,2,6,2,3,11130.14,228.28,2.01,0.2,1,0.728,10.36,0.0
1329,683,1,8,1,1,2407.73,291.49,3.61,3.9,3,0.669,2.01,0.0
1330,383,7,6,0,0,10879.46,179.03,2.58,6.5,0,0.774,0.74,0.0
1331,372,1,4,2,3,3105.41,252.36,2.35,4.3,2,0.837,18.89,1.0
1332,195,4,6,3,0,3944.38,415.27,4.24,0.6,1,0.647,8.0,1.0
1333,442,1,4,3,2,14585.23,332.34,4.28,5.9,3,0.764,31.2,0.0
1334,324,6,1,3,3,3124.17,169.85,2.0,7.6,0,0.92,5.62,0.0
1335,567,3,1,2,0,12888.58,467.83,3.83,4.1,1,0.534,13.93,1.0
1336,18,2,3,1,3,7638.03,456.19,2.63,4.2,3,0.539,8.39,1.0
1337,719,5,3,2,0,4084.85,105.46,4.23,0.9,2,0.778,21.2,1.0
1338,659,6,5,3,4,13125.87,20.67,2.69,2.0,3,0.82,23.89,0.0
1339,92,6,1,2,2,6956.93,370.91,3.66,1.5,1,0.606,6.88,0.0
1340,708,6,2,2,1,7964.85,413.98,2.74,4.8,1,0.873,8.87,0.0
1341,310,1,3,3,2,5708.88,483.96,1.95,5.3,1,0.823,14.55,1.0
1342,414,2,0,3,2,9097.79,445.03,1.86,9.5,1,0.962,29.16,0.0
1343,178,6,0,0,4,2871.1,300.67,2.6,0.7,0,0.584,0.84,0.0
1344,400,0,7,0,3,6170.68,265.5,3.69,6.0,0,0.876,0.51,0.0
1345,467,0,5,3,0,4242.93,124.08,3.47,5.2,4,0.783,22.85,1.0
1346,87,0,5,3,1,10022.68,230.35,2.13,8.7,3,0.776,24.04,0.0
1347,415,7,6,1,3,5215.26,314.62,2.79,2.1,4,0.694,12.14,1.0
1348,503,5,8,2,2,11715.36,279.07,1.35,0.4,3,0.922,9.29,0.0
1349,204,2,3,3,3,2397.67,371.58,3.9,6.7,1,0.502,6.2,1.0
1350,228,5,1,0,2,14562.41,140.6,4.47,3.5,2,0.76,7.95,1.0
1351,130,5,7,3,2,7079.95,282.91,2.54,0.2,1,0.609,14.77,0.0
1352,150,5,0,0,1,3922.73,44.98,1.24,2.5,3,0.872,1.04,0.0
1353,89,5,8,2,4,1565.7,207.42,1.76,3.1,0,0.522,1.07,0.0
1354,588,7,3,1,2,2961.49,375.33,3.35,6.2,2,0.916,21.7,1.0
1355,203,0,8,2,2,8036.72,347.01,3.22,1.7,0,0.919,5.18,0.0
1356,212,3,1,2,2,5386.55,495.33,3.8,4.1,0,0.916,3.6,0.0
1357,325,3,8,1,0,12518.81,139.67,2.04,4.8,1,0.576,16.05,1.0
1358,664,1,2,1,2,6747.87,249.6,3.72,4.6,0,0.815,6.45,0.0
1359,222,3,6,3,3,4106.36,165.44,3.47,9.7,3,0.507,9.02,1.0
1360,489,5,1,2,3,9448.6,220.86,2.27,0.5,0,0.924,5.13,0.0
1361,577,6,1,3,0,10748.27,428.62,3.0,9.5,0,0.861,21.66,1.0
1362,371,5,3,0,1,2922.11,342.42,1.69,5.8,3,0.766,0.5,0.0
1363,436,4,8,2,4,2930.48,441.34,2.69,8.0,4,0.865,8.07,1.0
1364,463,7,6,1,2,1031.74,102.55,4.11,4.3,3,0.547,1.67,1.0
1365,667,3,2,1,2,11177.83,436.81,2.59,4.5,3,0.764,11.72,0.0
1366,543,7,4,0,4,10125.17,30.82,3.97,8.8,4,0.646,1.96,1.0
1367,686,1,2,3,2,7382.15,444.41,3.15,9.0,4,0.986,45.21,1.0
1368,271,1,0,3,4,12740.47,165.21,1.83,2.4,1,0.929,28.92,0.0
1369,509,1,7,1,0,12182.22,157.98,3.12,2.0,3,0.867,12.23,0.0
1370,428,7,6,3,4,8987.64,256.53,2.87,5.0,0,0.967,15.24,1.0
1371,185,1,6,3,0,13089.93,470.4,2.52,9.0,4,0.673,78.96,1.0
1372,585,4,2,1,2,3484.7,24.84,1.59,3.2,1,0.95,4.0,1.0
1373,715,4,2,3,2,2122.83,176.76,2.58,6.5,1,0.663,5.33,1.0
1374,502,1,5,1,1,4411.37,428.43,1.44,7.1,1,0.866,7.18,0.0
1375,35,1,6,0,3,1327.76,198.63,1.53,7.8,0,0.868,0.5,0.0
1376,145,0,3,0,4,8201.96,100.38,2.57,5.6,2,0.509,4.99,1.0
1377,486,1,3,2,1,14080.78,212.97,2.21,4.0,1,0.681,14.49,1.0
1378,371,6,0,2,3,1070.48,193.39,4.25,9.7,0,0.51,1.04,0.0
1379,306,7,7,1,0,2270.59,457.79,2.44,6.1,2,0.999,16.73,1.0
1380,540,4,1,3,1,7056.89,381.21,3.7,7.3,2,0.561,107.11,1.0
1381,541,3,0,0,1,14041.19,253.05,2.95,3.4,1,0.771,0.71,1.0
1382,326,4,1,2,2,5084.26,494.2,3.52,6.7,0,0.895,4.58,0.0
1383,393,7,6,0,1,7854.9,233.17,2.06,2.6,1,0.601,0.75,1.0
1384,185,5,3,0,4,1102.81,30.06,4.31,2.5,4,0.743,0.5,1.0
1385,480,5,5,0,0,2650.98,131.87,2.95,7.1,2,0.804,0.57,1.0
1386,368,7,2,0,4,14806.14,218.6,3.94,5.2,1,0.58,1.76,1.0
1387,641,2,5,0,4,14494.22,79.29,2.4,6.8,4,0.889,4.26,1.0
1388,411,7,0,3,2,571.63,473.83,1.53,2.7,1,0.65,0.84,0.0
1389,377,5,7,0,0,14301.27,383.66,3.42,6.0,1,0.606,1.54,1.0
1390,174,7,5,2,3,9767.24,134.88,1.23,4.4,1,0.779,11.21,0.0
1391,491,3,8,1,3,13084.82,295.81,2.77,6.0,1,0.705,17.06,0.0
1392,61,2,6,1,3,7093.73,361.0,1.84,2.9,4,0.96,16.69,1.0
1393,278,6,4,1,0,7976.14,470.7,3.27,7.2,0,0.94,7.09,0.0
1394,239,7,7,2,0,7588.28,440.94,4.43,8.1,2,0.742,51.19,1.0
1395,205,0,1,3,0,2524.94,387.55,3.9,3.0,1,0.663,6.13,0.0
1396,457,5,1,1,1,934.62,281.51,2.88,6.6,2,0.634,6.49,1.0
1397,331,5,2,3,0,4964.98,276.8,2.84,7.0,3,0.772,10.93,1.0
1398,407,3,4,1,2,10717.87,58.26,4.27,7.0,3,0.902,11.76,1.0
1399,404,5,4,0,2,3426.88,63.94,4.14,6.8,4,0.655,0.5,1.0
1400,723,1,7,2,4,10264.77,265.24,3.79,3.9,4,0.595,21.88,1.0
1401,14,2,6,3,3,14563.72,135.16,2.18,3.9,0,0.738,24.51,1.0
1402,136,7,0,1,1,1861.56,11.5,3.0,2.5,0,0.535,1.7,0.0
1403,362,3,7,1,1,6934.38,17.21,2.66,6.9,4,0.759,19.48,1.0
1404,242,2,8,0,0,13088.06,298.04,2.8,0.9,3,0.748,0.82,0.0
1405,670,2,3,2,2,3068.67,270.06,3.94,9.4,3,0.65,2.57,1.0
1406,295,0,7,2,0,10543.08,484.44,4.16,8.3,4,0.952,26.69,0.0
1407,154,6,8,2,4,12652.67,242.62,2.57,8.6,3,0.545,12.62,1.0
1408,652,0,7,2,0,14196.91,32.74,1.26,9.1,1,0.935,17.75,0.0
1409,298,6,1,3,3,10407.1,276.29,4.04,4.1,4,0.688,52.41,1.0
1410,685,3,2,3,0,7709.03,420.71,1.78,8.5,3,0.94,17.98,1.0
1411,335,1,8,3,0,9458.78,498.43,3.25,1.6,1,0.864,21.38,0.0
1412,323,5,5,0,4,13099.12,215.74,1.28,0.2,2,0.552,5.94,1.0
1413,103,6,2,2,3,8773.84,160.83,2.52,7.8,3,0.916,8.25,1.0
1414,237,3,7,3,1,940.61,453.42,4.45,0.7,3,0.841,1.67,0.0
1415,712,2,1,3,2,13998.76,96.43,1.53,9.9,3,0.516,33.96,1.0
1416,22,0,5,0,0,10498.14,308.1,2.6,6.7,0,0.567,1.5,1.0
1417,233,4,5,0,1,3627.29,21.5,4.19,2.5,0,0.831,0.5,0.0
1418,217,7,4,1,1,10053.84,174.3,4.07,6.7,4,0.873,28.67,0.0
1419,667,6,3,2,1,6211.03,133.35,1.98,0.4,3,0.86,4.42,0.0
1420,340,6,1,2,4,9942.88,343.36,1.47,8.4,2,0.83,66.58,1.0
1421,263,1,5,3,2,2045.6,474.45,3.27,1.7,0,0.883,3.44,0.0
1422,197,3,5,3,3,10038.76,134.76,2.31,7.0,1,0.788,28.55,1.0
1423,455,0,4,2,4,14991.5,405.92,3.42,2.2,0,0.63,9.61,1.0
1424,19,2,4,0,4,1199.07,28.62,1.31,0.7,4,0.956,0.5,1.0
1425,218,3,6,2,1,14669.03,269.52,1.64,4.8,4,0.509,32.28,1.0
1426,7,2,0,3,4,6400.17,36.2,3.47,1.7,1,0.683,14.36,0.0
1427,366,5,4,1,3,13125.93,467.08,1.9,7.3,3,0.864,13.98,1.0
1428,329,1,7,0,2,11844.59,383.41,4.03,2.4,1,0.714,0.94,0.0
1429,687,1,8,3,3,8721.74,329.32,1.39,3.4,0,0.512,15.08,0.0
1430,81,1,7,0,1,11207.51,412.12,1.91,5.7,0,0.533,0.5,0.0
1431,8,5,4,0,2,13238.48,324.11,4.5,2.8,4,0.824,2.07,1.0
1432,263,4,8,1,3,6360.03,484.5,2.63,3.8,1,0.982,7.29,0.0
1433,356,3,6,1,0,5241.98,357.27,3.52,8.2,2,0.776,41.3,1.0
1434,138,4,8,1,3,10180.1,462.4,1.8,1.8,0,0.753,8.3,0.0
1435,243,7,2,3,0,12213.77,259.05,3.21,0.8,0,0.659,18.25,0.0
1436,545,6,0,2,4,11553.13,59.42,3.6,3.3,4,0.628,23.39,1.0
1437,623,7,7,0,0,12068.3,264.56,2.24,4.2,0,0.51,1.01,0.0
1438,201,1,2,2,4,6815.96,64.31,3.94,5.4,0,0.636,5.87,1.0
1439,179,6,6,3,4,12358.6,296.65,3.19,3.7,0,0.725,20.62,0.0
1440,589,4,1,2,3,2243.03,241.76,2.48,7.9,0,0.599,2.1,1.0
1441,572,0,4,2,1,8395.09,311.67,3.04,0.4,1,0.544,7.41,1.0
1442,392,0,4,2,4,583.5,6.01,3.1,4.3,3,0.859,0.62,1.0
1443,638,7,1,0,4,5206.49,98.23,1.75,3.8,1,0.947,1.1,1.0
1444,693,2,5,0,0,5813.69,246.17,2.53,6.5,0,0.968,0.56,0.0
1445,196,2,5,1,4,6244.5,475.3,2.33,9.7,0,0.809,5.81,1.0
1446,575,4,6,1,2,10584.27,192.42,2.52,5.1,2,0.526,73.58,1.0
1447,601,7,7,3,4,6134.09,212.76,3.71,9.9,0,0.87,13.33,1.0
1448,310,4,1,3,1,7006.06,357.63,2.79,3.0,3,0.555,13.6,1.0
1449,714,3,0,0,2,3944.39,302.29,4.3,0.3,1,0.835,0.5,0.0
1450,128,3,0,1,2,5912.15,150.16,2.17,1.7,4,0.89,13.06,1.0
1451,453,6,5,3,0,3795.41,206.0,2.57,4.0,2,0.863,51.1,1.0
1452,617,3,7,2,1,1561.34,109.63,3.8,3.2,2,0.976,9.44,1.0
1453,86,3,6,0,0,9250.0,483.04,3.0,1.0,3,0.869,1.24,0.0
1454,553,2,3,1,1,10189.09,66.19,3.01,4.3,4,0.847,26.54,0.0
1455,409,7,7,1,1,9482.61,186.55,1.38,3.4,1,0.631,11.37,1.0
1456,123,6,5,0,1,7220.66,13.89,2.52,1.2,4,0.962,0.95,1.0
1457,174,2,1,2,3,6006.89,111.67,2.09,3.0,2,0.59,32.76,1.0
1458,604,2,4,0,1,13018.34,390.46,4.5,8.9,1,0.952,1.49,1.0
1459,495,0,8,2,3,8026.69,101.39,2.22,3.0,2,0.656,44.71,1.0
1460,520,7,2,3,0,7448.14,40.95,4.12,7.1,3,0.565,17.43,1.0
1461,480,5,8,0,0,871.81,237.75,3.43,6.1,3,0.913,0.5,0.0
1462,195,4,5,0,3,5448.09,5.97,2.33,4.3,4,0.501,0.5,1.0
1463,586,2,3,1,0,6012.84,43.3,2.99,2.4,4,0.916,13.18,1.0
1464,481,2,3,3,1,6282.93,404.01,3.97,3.7,2,0.631,82.81,1.0
1465,159,1,2,3,3,8237.24,457.65,1.73,3.5,3,0.846,16.1,0.0
1466,167,7,7,1,1,9314.62,427.4,2.32,2.1,4,0.833,22.45,1.0
1467,79,5,5,2,1,11590.81,341.9,2.31,1.2,1,0.683,10.41,1.0
1468,706,1,3,3,2,12288.29,27.11,1.34,8.8,0,0.53,23.97,1.0
1469,181,1,4,1,0,14355.09,422.91,4.02,6.3,3,0.585,15.35,0.0
1470,243,2,3,3,4,764.37,399.74,2.46,4.9,0,0.686,1.59,1.0
1471,60,1,0,1,4,3338.78,254.73,3.64,8.7,4,0.8,9.78,1.0
1472,397,0,8,1,2,609.66,117.22,3.27,5.5,2,0.741,3.54,1.0
1473,398,7,7,0,1,9888.38,422.82,2.44,4.8,1,0.599,1.4,1.0
1474,684,3,1,3,3,13521.44,363.85,1.67,9.2,1,0.57,40.31,1.0
1475,645,2,3,2,2,4030.49,490.4,3.54,7.2,2,0.562,25.56,1.0
1476,481,7,5,1,3,13942.0,78.69,4.02,1.1,0,0.932,9.41,1.0
1477,82,4,8,0,1,1373.88,113.61,3.46,1.8,4,0.516,0.5,0.0
1478,383,2,5,2,4,14049.32,106.69,1.26,7.9,1,0.989,17.57,0.0
1479,723,2,0,2,2,5598.53,396.48,1.91,8.4,3,0.599,6.63,0.0
1480,628,6,3,2,1,1970.6,94.27,1.43,5.5,2,0.555,12.4,1.0
1481,51,5,4,1,1,7545.14,34.26,3.08,5.5,1,0.788,10.76,1.0
1482,577,3,2,2,3,4223.26,499.28,3.7,6.3,1,0.54,5.11,1.0
1483,609,7,5,3,3,4630.66,13.38,1.56,4.4,4,0.801,23.04,1.0
1484,703,2,6,1,1,4955.7,417.79,3.97,6.8,3,0.925,5.6,0.0
1485,524,0,4,0,3,12143.88,183.32,3.03,1.1,3,0.524,1.1,1.0
1486,185,5,2,1,1,8317.84,420.97,3.48,9.6,0,0.9,8.9,0.0
1487,468,0,8,2,4,5013.96,277.76,4.41,7.5,3,0.697,4.69,0.0
1488,202,5,4,0,2,9349.84,450.91,1.48,6.3,0,0.58,0.89,0.0
1489,428,6,1,0,4,10884.18,463.17,4.17,3.2,1,0.588,0.52,0.0
1490,417,3,7,1,4,4453.05,5.54,1.62,1.6,3,0.959,3.49,0.0
1491,648,2,8,3,4,6496.46,38.63,2.5,4.1,1,0.555,15.75,0.0
1492,334,7,2,1,4,2267.35,125.93,4.01,6.6,1,0.933,3.16,0.0
1493,524,3,7,3,1,3126.67,334.99,4.19,6.3,4,0.772,16.57,1.0
1494,575,0,5,1,1,10376.21,444.25,2.87,3.8,3,0.52,10.09,1.0
1495,318,6,5,0,1,3130.86,230.51,3.16,6.1,2,0.732,2.16,1.0
1496,508,1,5,0,0,8114.87,303.88,3.54,8.1,3,0.909,0.5,0.0
1497,96,4,6,0,1,10781.17,95.06,3.95,0.3,4,0.863,1.45,0.0
1498,577,2,3,3,1,2049.72,402.68,1.6,4.5,1,0.744,5.27,1.0
1499,492,1,8,0,3,8726.03,483.7,3.87,7.6,2,0.93,5.14,1.0
1500,517,3,7,0,0,4220.16,135.03,2.79,5.5,4,0.56,0.59,1.0
1501,210,4,8,1,2,14462.44,247.92,2.69,6.5,4,0.955,40.34,1.0
1502,69,3,1,0,1,7511.41,43.97,2.6,5.2,2,0.923,4.23,1.0
1503,521,5,4,2,3,12186.89,280.01,2.88,9.9,3,0.854,13.59,0.0
1504,69,6,2,2,1,8478.28,251.89,4.32,0.5,1,0.909,7.74,0.0
1505,431,2,0,3,2,1129.48,73.07,3.01,4.9,3,0.772,2.09,1.0
1506,345,7,1,2,1,9680.69,221.59,4.35,0.9,4,0.838,17.74,1.0
1507,375,4,3,3,4,14295.35,167.72,1.79,1.6,0,0.78,21.59,0.0
1508,269,6,4,2,2,9223.37,261.39,3.59,3.8,0,0.678,6.35,0.0
1509,483,1,8,0,4,12378.24,293.24,3.88,1.6,0,0.784,0.5,0.0
1510,571,7,5,2,2,13320.99,5.24,3.44,9.6,3,0.629,13.88,0.0
1511,182,1,8,3,1,3807.16,380.74,3.2,9.5,0,0.72,7.45,1.0
1512,205,5,4,2,1,3574.65,356.79,3.06,3.4,2,0.64,19.98,1.0
1513,172,4,0,2,2,9359.22,183.78,4.04,6.4,1,0.561,10.32,1.0
1514,208,2,8,3,3,6459.91,27.42,3.91,5.3,0,0.661,11.52,0.0
1515,526,1,5,2,0,12677.99,377.71,1.6,8.2,0,0.926,10.96,0.0
1516,211,3,8,0,4,13550.34,477.63,4.0,6.3,4,0.691,2.49,1.0
1517,373,2,0,0,1,5624.61,120.84,2.57,0.0,1,0.874,1.4,0.0
1518,217,5,0,1,4,3934.62,162.44,2.04,7.6,0,0.588,3.78,0.0
1519,654,6,6,0,0,11817.62,92.72,4.07,7.5,4,0.712,1.76,1.0
1520,163,5,0,0,1,4484.69,288.89,2.63,5.1,0,0.557,0.5,1.0
1521,685,4,0,1,4,12427.91,78.27,3.87,9.0,2,0.569,100.25,1.0
1522,660,7,6,1,0,6644.2,178.74,2.07,9.1,0,0.809,6.93,1.0
1523,660,1,7,0,2,10179.47,348.81,1.21,5.2,2,0.804,5.22,1.0
1524,114,0,1,0,4,1885.26,280.5,2.84,6.1,4,0.607,0.5,1.0
1525,436,6,5,3,0,9545.96,193.84,1.53,10.0,4,0.737,59.05,1.0
1526,239,7,2,1,0,7050.63,210.7,3.69,3.0,3,0.932,6.43,0.0
1527,505,3,2,3,1,9005.82,281.49,2.11,3.2,3,0.587,17.17,0.0
1528,112,7,4,1,1,2936.21,3.93,2.66,1.8,1,0.51,2.77,0.0
1529,431,6,2,2,1,11184.67,40.18,1.49,9.0,0,0.826,9.27,1.0
1530,547,2,0,3,3,13010.56,440.75,2.15,7.4,1,0.527,37.52,1.0
1531,137,1,8,0,2,3642.73,39.86,3.78,1.1,3,0.99,1.06,1.0
1532,44,7,4,2,0,1887.86,353.69,1.7,9.8,0,0.805,2.05,1.0
1533,727,6,4,1,3,842.76,460.1,3.34,7.3,3,0.735,1.61,1.0
1534,68,3,7,3,0,9808.59,136.07,4.23,8.5,3,0.715,23.79,1.0
1535,110,7,5,0,4,9302.86,185.88,3.44,0.5,4,0.787,1.91,0.0
1536,190,3,4,2,3,8427.11,284.89,3.88,5.0,1,0.545,9.26,0.0
1537,675,4,0,1,1,3863.23,440.97,1.56,7.0,3,0.965,4.41,0.0
1538,631,2,8,0,1,6168.14,471.01,2.03,5.4,1,0.813,0.5,0.0
1539,331,4,8,2,2,9119.91,370.04,4.15,6.7,2,0.592,57.79,1.0
1540,271,4,5,1,3,7703.12,44.22,3.56,8.2,3,0.781,9.08,1.0
1541,450,3,8,3,4,14822.89,334.91,3.31,3.7,0,0.567,24.8,1.0
1542,607,3,7,2,4,2478.38,205.74,3.39,8.5,0,0.509,2.31,1.0
1543,313,2,8,2,2,10579.6,235.88,2.57,1.6,0,0.815,6.73,1.0
1544,195,1,6,1,4,6362.62,25.53,1.35,2.7,0,0.824,5.04,0.0
1545,108,6,1,2,1,6708.89,96.34,3.79,0.4,0,0.792,4.3,0.0
1546,368,5,3,0,3,10540.32,227.53,2.76,3.8,0,0.802,0.5,1.0
1547,34,3,2,2,4,2361.72,192.63,2.31,6.5,2,0.805,15.47,1.0
1548,671,6,2,2,1,2009.59,427.35,2.17,4.4,2,0.777,11.63,1.0
1549,315,7,4,3,3,11002.91,374.75,4.08,6.5,3,0.828,24.11,0.0
1550,523,6,3,0,2,8886.61,136.89,3.83,0.5,0,0.948,0.5,0.0
1551,659,4,6,0,1,4475.33,59.63,2.9,1.8,2,0.925,1.9,1.0
1552,721,2,0,1,2,1651.58,126.75,1.63,6.3,1,0.99,2.54,1.0
1553,713,2,1,1,1,1742.04,460.46,1.91,6.4,2,0.988,12.23,1.0
1554,442,3,7,3,2,13465.77,291.21,3.37,7.7,0,0.886,25.95,1.0
1555,409,5,7,1,1,3282.08,267.21,2.47,4.0,0,0.978,2.86,0.0
1556,655,3,7,0,4,5188.89,298.6,3.96,7.2,4,0.934,1.3,1.0
1557,19,4,3,1,4,3786.52,183.65,4.33,6.8,2,0.864,28.34,1.0
1558,707,5,4,2,1,5647.45,403.75,3.86,9.6,0,0.538,5.24,1.0
1559,452,6,1,0,4,1506.65,262.12,2.45,2.2,3,0.525,0.5,0.0
1560,460,3,2,0,2,8026.37,59.26,3.8,5.5,2,0.919,3.8,1.0
1561,359,2,4,1,3,1480.38,65.4,2.36,6.0,3,0.745,2.83,1.0
1562,23,1,5,1,3,12105.17,268.89,1.75,10.0,4,0.907,37.66,1.0
1563,296,7,3,3,3,3888.83,468.35,1.31,2.0,4,0.656,17.74,0.0
1564,58,5,2,3,4,8330.17,154.87,2.47,5.2,0,0.699,14.94,0.0
1565,470,7,3,0,4,13261.15,434.9,4.18,3.5,4,0.85,3.23,0.0
1566,65,1,4,2,2,9937.72,382.28,1.99,5.3,2,0.958,59.49,1.0
1567,96,7,3,0,0,8227.89,124.66,1.88,2.3,2,0.544,3.33,1.0
1568,109,6,2,3,2,5202.84,19.13,4.4,0.5,3,0.931,8.26,0.0
1569,28,0,7,3,2,5328.53,51.82,1.28,5.7,2,0.897,76.95,1.0
1570,299,7,5,2,1,10207.56,364.52,3.79,3.4,0,0.658,6.58,1.0
1571,231,6,2,2,4,14915.02,100.64,2.26,1.8,2,0.678,77.47,1.0
1572,681,0,5,2,3,10096.67,186.26,1.32,3.2,3,0.523,7.89,0.0
1573,452,0,1,3,2,8587.86,251.35,4.23,0.5,0,0.508,11.5,0.0
1574,494,5,3,3,0,11094.43,363.01,1.66,9.5,4,0.739,68.05,1.0
1575,155,1,7,3,3,7245.48,57.5,3.02,5.8,3,0.548,15.12,0.0
1576,230,2,4,2,1,1372.06,203.78,2.1,8.1,1,0.597,1.38,0.0
1577,398,3,6,0,2,8653.3,243.05,1.42,4.2,1,0.923,1.82,1.0
1578,123,2,4,3,2,14385.57,270.87,1.36,9.0,1,0.786,43.72,1.0
1579,205,4,3,3,4,3041.89,409.36,1.58,4.8,0,0.817,5.71,0.0
1580,628,6,4,0,1,10505.07,86.67,1.44,5.7,3,0.594,1.26,0.0
1581,334,1,7,1,1,3413.54,404.11,3.71,4.9,1,0.914,4.38,0.0
1582,378,5,2,3,3,8269.5,346.75,2.8,7.3,1,0.934,23.32,1.0
