order_id,order_date,customer_age,product_category,order_value,discount_applied,payment_method,delivery_time_days,customer_rating,order_status
449.0,346,52.0,5,3083.43,0,3,3.0,1.1,0
450.0,211,50.0,4,13767.31,0,2,1.0,2.8,0
451.0,208,44.0,0,8604.85,1,1,6.0,2.5,0
452.0,179,27.0,3,24178.83,1,2,5.0,3.1,2
453.0,246,59.0,1,10199.49,1,2,3.0,1.3,1
454.0,298,37.0,1,14538.36,0,1,3.0,4.7,1
455.0,347,41.0,1,7282.32,0,3,4.0,2.6,0
456.0,89,48.0,5,6259.27,0,0,9.0,3.3,0
457.0,255,48.0,2,20383.08,1,1,2.0,1.9,2
458.0,163,21.0,4,16680.44,0,0,7.0,4.8,2
459.0,202,43.0,3,12595.23,0,1,2.0,2.1,1
460.0,5,49.0,5,3475.21,1,0,1.0,3.8,1
461.0,122,27.0,4,11730.06,0,0,6.0,3.7,1
462.0,143,26.0,0,14010.38,1,1,10.0,1.9,2
463.0,190,65.0,3,10711.75,0,2,5.0,1.6,1
464.0,215,35.0,3,18420.24,1,1,7.0,3.7,0
465.0,329,34.0,1,23388.41,1,0,2.0,2.2,2
466.0,185,50.0,0,22882.78,1,1,9.0,2.4,0
467.0,187,22.0,1,22667.54,0,3,2.0,4.1,2
468.0,93,59.0,2,13853.98,1,2,1.0,4.2,2
469.0,9,55.0,5,12237.03,1,3,4.0,3.8,2
470.0,298,24.0,1,458.76,1,1,6.0,1.7,1
471.0,337,56.0,0,5843.91,0,0,10.0,3.0,1
472.0,88,34.0,1,14637.04,0,1,2.0,3.9,0
473.0,20,57.0,2,14074.84,0,0,1.0,4.4,1
474.0,221,28.0,1,1985.23,0,2,6.0,2.4,2
475.0,342,49.0,4,8453.13,1,2,7.0,2.3,1
476.0,63,62.0,1,6524.58,0,1,10.0,2.5,1
477.0,212,20.0,1,4225.75,1,2,9.0,3.6,2
478.0,34,22.0,0,348.3,1,2,3.0,2.3,1
479.0,298,64.0,2,9778.77,1,0,4.0,3.5,1
480.0,200,23.0,3,3051.52,0,0,1.0,1.9,2
481.0,305,47.0,0,14625.79,1,3,4.0,1.3,0
482.0,47,64.0,1,7421.84,0,2,4.0,4.8,2
483.0,18,33.0,4,5981.53,0,3,2.0,4.4,2
484.0,227,31.0,1,14179.63,0,3,8.0,2.1,2
485.0,264,29.0,5,20221.04,0,3,7.0,4.8,0
486.0,117,32.0,5,10425.5,1,1,9.0,3.4,1
487.0,295,41.0,0,17038.14,0,2,4.0,1.4,0
488.0,133,56.0,4,8291.77,1,0,2.0,2.2,0
489.0,164,21.0,1,11550.66,0,3,7.0,3.5,1
490.0,362,43.0,3,15148.29,0,0,9.0,4.9,2
491.0,194,20.0,3,15717.1,1,2,9.0,2.2,2
492.0,283,40.0,1,23418.22,0,3,7.0,3.0,2
493.0,310,45.0,5,15295.63,0,2,8.0,3.4,0
494.0,341,44.0,3,13352.39,1,2,3.0,1.2,0
495.0,131,52.0,4,12060.08,1,1,2.0,2.3,2
496.0,34,24.0,2,19154.37,1,1,3.0,2.0,0
497.0,290,55.0,5,2744.18,1,2,4.0,1.8,1
498.0,128,21.0,5,19896.63,0,1,2.0,1.6,0
499.0,55,37.0,2,20648.27,0,3,1.0,3.8,0
500.0,189,44.0,4,22688.84,0,3,7.0,2.4,2
501.0,122,59.0,5,5732.47,1,3,2.0,3.2,0
502.0,322,32.0,2,6509.01,1,2,2.0,3.7,1
503.0,121,32.0,5,9773.93,1,0,2.0,3.1,1
504.0,122,48.0,3,22842.59,1,1,2.0,3.2,1
505.0,77,61.0,5,8651.38,0,2,2.0,2.2,0
506.0,86,36.0,4,23461.47,0,2,7.0,3.3,0
507.0,74,54.0,2,6849.73,0,0,8.0,1.0,1
508.0,315,22.0,4,19261.67,1,0,7.0,2.7,0
509.0,265,32.0,5,12177.37,0,2,4.0,3.7,1
510.0,159,33.0,4,16344.51,0,0,9.0,4.2,0
511.0,1,39.0,4,11289.71,0,2,8.0,1.7,1
512.0,162,35.0,4,14463.15,1,0,4.0,4.6,0
513.0,250,19.0,4,6472.58,1,2,9.0,4.2,2
514.0,231,51.0,1,22050.0,0,0,2.0,1.6,0
515.0,323,53.0,5,10018.48,0,2,4.0,2.7,0
516.0,343,27.0,5,22346.39,0,1,5.0,1.4,1
517.0,337,36.0,1,16123.8,1,1,1.0,2.4,1
518.0,47,25.0,0,14103.3,1,0,6.0,3.7,0
519.0,318,49.0,4,23292.95,0,1,10.0,2.0,2
520.0,347,46.0,4,16276.32,0,3,2.0,3.0,2
521.0,7,20.0,2,16309.2,1,0,8.0,2.2,2
522.0,165,47.0,4,21100.81,0,3,3.0,4.2,0
523.0,105,41.0,2,13956.3,1,0,8.0,4.3,0
524.0,175,20.0,1,12390.8,0,1,10.0,2.6,0
525.0,184,34.0,0,16077.6,0,2,9.0,3.9,0
526.0,298,23.0,3,12708.74,0,0,6.0,1.7,2
527.0,326,47.0,4,2680.76,1,2,2.0,4.5,0
528.0,41,50.0,0,11334.47,0,1,7.0,4.2,1
529.0,47,49.0,0,14694.8,0,1,3.0,1.0,2
530.0,200,41.0,4,14297.92,0,1,1.0,4.8,2
531.0,89,22.0,3,4937.68,1,3,1.0,1.1,2
532.0,95,49.0,1,7042.38,1,2,2.0,1.7,2
533.0,230,51.0,2,11877.37,1,2,5.0,2.9,2
534.0,257,55.0,5,24022.47,0,1,2.0,3.2,0
535.0,11,55.0,5,19440.76,0,1,4.0,2.8,0
536.0,115,26.0,5,15861.83,0,3,2.0,2.3,1
537.0,54,47.0,4,15768.76,1,1,10.0,3.5,0
538.0,192,31.0,2,6170.11,1,1,3.0,4.6,1
539.0,36,53.0,0,6693.66,1,3,7.0,2.2,0
540.0,315,43.0,3,2699.6,0,2,8.0,1.2,1
541.0,193,55.0,3,10196.53,0,3,4.0,2.5,2
542.0,27,61.0,1,11588.38,1,0,5.0,3.4,0
543.0,235,56.0,2,2748.74,0,2,8.0,2.9,1
544.0,58,50.0,5,2171.19,0,3,10.0,1.5,2
545.0,197,60.0,2,5277.03,1,0,6.0,1.2,0
546.0,223,60.0,1,14283.72,1,3,7.0,1.0,2
547.0,78,38.0,2,21824.22,0,3,3.0,1.8,2
548.0,105,32.0,2,20589.66,1,1,10.0,2.3,2
549.0,318,47.0,2,10106.35,1,3,7.0,4.8,2
550.0,303,62.0,5,22876.99,1,3,2.0,4.2,0
551.0,153,33.0,1,21599.62,1,3,8.0,2.8,1
552.0,241,28.0,3,12784.31,0,0,6.0,1.5,0
553.0,341,64.0,5,18265.56,1,2,1.0,3.0,2
554.0,260,44.0,3,16182.67,1,3,7.0,1.8,2
555.0,159,58.0,0,15672.89,0,2,4.0,1.3,1
556.0,169,34.0,2,17723.79,1,2,10.0,1.3,2
557.0,80,34.0,5,14272.56,0,3,1.0,3.2,1
558.0,305,59.0,0,11332.58,0,2,10.0,1.6,1
559.0,302,48.0,5,9244.86,0,1,10.0,4.1,1
560.0,359,28.0,1,16437.49,1,2,10.0,2.3,2
561.0,188,52.0,5,21113.74,1,3,5.0,3.9,2
562.0,93,51.0,3,18263.4,1,1,5.0,3.6,2
563.0,216,50.0,1,7381.34,0,2,4.0,2.5,2
564.0,183,26.0,4,19659.89,1,2,1.0,2.9,2
565.0,109,55.0,0,9254.5,0,2,1.0,2.3,0
566.0,13,41.0,5,4295.32,0,0,4.0,2.3,1
567.0,148,29.0,4,12791.31,0,3,5.0,2.1,1
568.0,146,57.0,4,9983.95,1,1,5.0,2.9,0
569.0,239,65.0,4,3703.65,0,3,10.0,4.0,0
570.0,204,21.0,1,5357.96,1,3,7.0,2.4,2
571.0,313,37.0,0,10191.69,1,2,2.0,4.1,1
572.0,357,65.0,5,13084.4,0,0,2.0,1.0,1
573.0,24,19.0,2,14414.3,1,2,6.0,3.8,0
574.0,31,28.0,3,18539.51,1,3,5.0,3.1,1
575.0,10,26.0,4,5512.04,0,3,6.0,2.9,0
576.0,0,46.0,1,24564.76,0,2,7.0,3.1,1
577.0,166,51.0,4,2635.34,0,3,10.0,4.1,1
578.0,144,41.0,4,7386.15,1,1,5.0,1.9,0
579.0,21,28.0,1,23397.59,1,0,7.0,3.6,0
580.0,136,28.0,0,18720.06,1,2,4.0,2.4,1
581.0,299,23.0,2,16206.7,1,2,4.0,4.9,1
582.0,19,33.0,5,6823.34,0,1,4.0,2.7,0
583.0,204,47.0,0,24894.01,1,3,9.0,3.5,0
584.0,166,63.0,3,24856.8,0,1,7.0,1.6,1
585.0,256,27.0,0,15215.76,0,0,6.0,1.8,0
586.0,143,56.0,0,13742.66,0,1,4.0,4.2,2
587.0,41,26.0,2,19706.39,0,0,7.0,4.3,0
588.0,73,57.0,2,3090.42,0,3,9.0,2.2,2
589.0,172,21.0,0,11985.05,1,0,8.0,4.0,0
590.0,230,37.0,1,22353.7,0,1,3.0,4.2,0
591.0,158,38.0,5,8584.72,1,2,3.0,3.3,0
592.0,122,33.0,1,5913.95,0,3,3.0,1.4,1
593.0,91,48.0,5,19399.95,0,1,6.0,3.6,0
594.0,323,50.0,5,16704.02,1,1,7.0,1.1,0
595.0,261,36.0,2,6982.4,0,2,7.0,2.6,1
596.0,64,47.0,2,9352.49,0,0,7.0,1.7,2
597.0,204,64.0,4,18666.56,0,1,9.0,4.1,0
598.0,31,34.0,0,21082.74,1,0,9.0,4.6,1
599.0,217,38.0,0,1848.89,1,0,2.0,2.0,1
600.0,78,61.0,1,17129.86,1,1,7.0,1.1,0
601.0,82,48.0,2,19756.2,0,2,1.0,3.2,0
602.0,126,20.0,0,3188.65,1,0,9.0,4.0,2
603.0,199,27.0,2,3720.01,0,2,6.0,1.9,0
604.0,9,37.0,0,14579.16,0,1,5.0,2.5,1
605.0,83,56.0,1,19105.16,1,3,9.0,3.5,1
606.0,320,41.0,2,23889.22,1,3,9.0,4.3,0
607.0,7,34.0,1,23920.72,0,3,1.0,1.9,2
608.0,336,63.0,5,12955.8,0,2,7.0,2.8,2
609.0,270,56.0,5,13921.93,0,2,3.0,2.7,1
610.0,270,35.0,5,15392.43,0,2,6.0,3.9,0
611.0,118,38.0,3,1577.7,1,1,5.0,4.7,0
612.0,257,30.0,2,24361.91,0,3,7.0,3.6,0
613.0,298,54.0,3,21746.97,0,2,5.0,3.6,1
614.0,184,42.0,4,23025.54,0,1,5.0,4.4,2
615.0,203,43.0,3,10245.34,0,2,4.0,2.0,0
616.0,348,42.0,1,2532.5,0,2,6.0,1.8,1
617.0,56,46.0,1,7466.1,0,2,10.0,1.4,1
618.0,159,28.0,2,21916.57,0,2,2.0,3.4,1
619.0,164,22.0,5,4912.75,1,2,2.0,3.9,0
620.0,203,36.0,5,24027.45,0,1,7.0,2.2,0
621.0,18,21.0,4,9258.21,1,1,8.0,4.9,1
622.0,80,61.0,2,744.2,1,2,1.0,2.9,1
623.0,29,50.0,3,14584.84,1,3,6.0,2.8,2
624.0,349,26.0,4,13302.4,1,1,10.0,3.8,1
625.0,224,51.0,4,8951.47,1,3,2.0,4.9,0
626.0,360,20.0,4,22176.5,1,0,1.0,4.3,1
627.0,149,39.0,3,21747.28,1,2,1.0,4.3,2
628.0,356,27.0,2,16779.34,1,0,4.0,4.9,1
629.0,126,47.0,5,15907.82,0,3,2.0,1.2,1
630.0,334,58.0,3,14858.38,0,1,9.0,1.3,2
631.0,57,61.0,1,11820.06,1,0,7.0,1.1,0
632.0,216,52.0,4,18558.35,1,0,2.0,1.9,1
633.0,317,50.0,1,15200.3,1,0,9.0,1.7,2
634.0,169,46.0,2,5794.43,1,3,4.0,4.3,2
635.0,164,58.0,4,23485.35,1,0,9.0,4.1,2
636.0,347,24.0,2,17202.84,0,2,2.0,3.0,2
637.0,7,33.0,1,3853.96,0,2,8.0,3.7,1
638.0,51,52.0,3,12018.69,1,1,6.0,1.3,1
639.0,66,27.0,5,14100.18,0,0,7.0,3.0,0
640.0,37,61.0,5,7256.34,0,2,10.0,2.8,1
641.0,130,28.0,3,22179.9,0,3,6.0,3.6,2
642.0,94,21.0,1,11306.42,0,1,2.0,1.5,0
643.0,183,64.0,5,4476.4,1,3,6.0,3.9,0
644.0,146,20.0,0,21300.39,1,1,1.0,1.9,1
645.0,339,62.0,4,24173.69,1,1,6.0,1.8,0
646.0,237,44.0,2,12699.35,1,2,2.0,3.3,1
647.0,193,41.0,4,3069.88,1,2,2.0,2.5,2
648.0,179,48.0,3,4827.32,1,2,3.0,4.6,2
649.0,80,64.0,5,1605.3,0,2,7.0,3.7,0
650.0,323,48.0,2,3029.35,0,0,5.0,3.8,1
651.0,175,39.0,5,4468.82,1,3,1.0,4.6,2
652.0,116,20.0,2,3874.23,1,1,7.0,2.5,1
653.0,5,27.0,4,22162.37,0,3,7.0,1.9,2
654.0,79,56.0,5,10942.73,1,2,8.0,3.5,2
655.0,288,22.0,4,17454.9,1,3,2.0,2.3,1
656.0,345,32.0,5,7652.03,1,0,1.0,3.0,1
657.0,172,62.0,4,8479.93,1,2,1.0,4.0,0
658.0,69,18.0,4,19513.08,0,2,1.0,3.4,0
659.0,301,44.0,4,22129.17,0,0,1.0,1.2,0
660.0,140,54.0,5,23335.49,1,1,9.0,3.0,1
661.0,49,33.0,3,12717.02,1,3,7.0,4.2,1
662.0,76,59.0,5,8900.53,0,1,2.0,2.6,2
663.0,30,24.0,2,12117.09,0,3,10.0,4.5,1
664.0,111,34.0,3,1806.38,0,0,8.0,4.9,1
665.0,106,30.0,0,2810.34,1,0,1.0,2.7,2
666.0,237,54.0,4,16008.55,1,2,5.0,1.5,0
667.0,111,32.0,0,5011.86,0,3,1.0,1.5,0
668.0,346,47.0,5,6359.36,0,2,7.0,1.5,2
669.0,149,24.0,4,8720.24,1,1,10.0,3.6,1
670.0,100,34.0,2,13145.33,1,3,7.0,2.8,2
671.0,290,50.0,0,23199.63,0,1,6.0,1.3,1
672.0,61,26.0,3,21400.22,1,0,3.0,4.5,0
673.0,156,32.0,5,22616.43,1,0,3.0,2.0,2
674.0,178,33.0,4,16137.81,1,2,8.0,1.7,1
675.0,21,33.0,2,2429.08,1,2,2.0,4.3,2
676.0,122,43.0,1,22803.44,0,3,3.0,2.2,2
677.0,227,18.0,2,10431.06,1,0,8.0,4.3,0
678.0,69,61.0,5,6885.84,0,2,1.0,2.5,1
679.0,13,30.0,1,22452.52,0,0,5.0,2.3,2
680.0,303,38.0,2,15525.99,0,0,4.0,1.7,2
681.0,193,49.0,4,24242.18,1,0,5.0,2.0,0
682.0,253,32.0,4,8124.97,1,2,4.0,1.6,0
683.0,278,62.0,0,22276.05,1,2,2.0,4.7,0
684.0,132,65.0,3,4176.14,1,3,9.0,3.8,0
685.0,339,25.0,3,23146.11,1,1,7.0,1.8,1
686.0,217,48.0,4,24256.07,1,2,9.0,2.6,1
687.0,324,56.0,2,8381.0,0,3,9.0,1.8,0
688.0,86,22.0,3,14890.99,0,2,4.0,3.1,0
689.0,54,32.0,3,4753.8,0,1,4.0,4.1,0
690.0,242,36.0,5,10719.34,0,2,6.0,4.3,1
691.0,320,56.0,1,15292.96,0,1,7.0,3.8,2
692.0,283,53.0,5,6157.2,0,0,7.0,3.1,1
693.0,285,37.0,1,2973.09,1,3,5.0,2.9,0
694.0,234,41.0,5,18965.07,0,2,5.0,1.1,0
695.0,52,19.0,1,12720.12,1,3,5.0,2.3,0
696.0,64,64.0,5,17926.79,1,1,6.0,1.7,2
697.0,238,18.0,0,3738.12,1,1,2.0,3.9,2
698.0,299,20.0,3,4921.0,0,3,4.0,2.1,2
699.0,350,38.0,5,17496.22,0,3,8.0,3.2,0
700.0,206,46.0,5,4348.49,0,1,2.0,2.0,2
701.0,239,59.0,5,1627.34,0,2,7.0,2.3,1
702.0,309,23.0,2,2430.71,1,1,5.0,5.0,1
703.0,135,54.0,3,5859.59,1,1,8.0,1.4,2
704.0,66,58.0,4,3681.13,0,2,1.0,3.6,1
705.0,250,48.0,0,19782.33,1,1,5.0,1.8,2
706.0,333,64.0,0,17994.29,0,3,5.0,2.7,1
707.0,162,39.0,4,15848.12,0,0,7.0,2.0,0
708.0,115,40.0,2,10047.58,1,2,9.0,2.1,2
709.0,323,50.0,0,14477.84,1,2,5.0,1.6,2
710.0,133,59.0,0,8807.03,0,3,2.0,1.2,2
711.0,13,45.0,3,11872.62,0,2,1.0,1.3,2
712.0,281,55.0,2,23698.71,0,3,6.0,1.7,2
713.0,246,33.0,2,21376.35,1,3,10.0,3.8,1
714.0,83,57.0,2,8219.87,1,3,8.0,3.9,2
715.0,260,42.0,4,8361.67,0,0,10.0,3.7,0
716.0,83,32.0,0,20176.11,0,2,1.0,3.8,2
717.0,180,18.0,5,24233.59,1,1,5.0,3.9,0
718.0,133,27.0,5,7675.08,0,3,4.0,3.2,2
719.0,59,28.0,0,12102.76,0,3,7.0,3.4,2
720.0,118,58.0,2,13184.6,0,1,4.0,3.9,0
721.0,83,57.0,0,20555.2,0,2,6.0,2.6,1
722.0,277,57.0,4,7010.56,1,3,6.0,4.4,1
723.0,202,41.0,1,15345.84,1,0,5.0,4.0,2
724.0,118,60.0,3,2141.86,0,3,7.0,4.3,1
725.0,269,28.0,0,16977.19,1,1,7.0,1.5,1
726.0,143,48.0,1,10447.26,1,3,5.0,1.3,1
727.0,192,58.0,2,2402.14,0,2,5.0,3.7,1
728.0,208,41.0,5,14668.85,1,0,5.0,2.1,1
729.0,272,22.0,0,10789.07,0,1,2.0,3.1,0
730.0,69,28.0,0,9706.78,0,2,3.0,1.7,0
731.0,332,46.0,3,17509.86,1,2,9.0,2.7,2
732.0,276,63.0,2,8007.82,1,1,8.0,1.6,0
733.0,62,20.0,3,1285.43,0,1,2.0,3.2,1
734.0,145,59.0,5,24074.14,0,0,1.0,3.5,0
735.0,98,29.0,4,20143.69,1,2,2.0,2.1,1
736.0,324,43.0,4,6011.23,1,1,4.0,2.8,1
737.0,257,54.0,2,11349.01,0,0,2.0,3.2,0
738.0,317,36.0,0,16987.44,1,3,2.0,2.2,0
739.0,175,22.0,5,24916.54,0,1,4.0,1.9,1
740.0,322,53.0,1,18023.09,0,0,3.0,1.2,1
741.0,354,26.0,3,3515.73,1,0,6.0,4.4,2
742.0,202,34.0,1,8308.71,1,0,8.0,1.9,2
743.0,314,20.0,5,16946.52,0,1,4.0,4.0,2
744.0,137,43.0,4,20058.69,1,2,7.0,4.0,1
745.0,279,28.0,1,2143.54,1,3,5.0,5.0,0
746.0,358,61.0,3,15663.64,0,1,8.0,1.8,1
747.0,362,61.0,3,1039.25,0,0,7.0,1.4,1
748.0,321,37.0,0,17933.27,0,1,9.0,2.0,0
749.0,198,22.0,5,2141.02,0,1,1.0,4.1,1
750.0,172,62.0,1,6590.1,1,0,1.0,1.2,2
751.0,306,41.0,2,1653.98,1,2,5.0,4.0,0
752.0,275,36.0,4,3588.27,0,0,7.0,1.9,2
753.0,259,46.0,2,5243.57,0,1,6.0,1.9,1
754.0,307,25.0,5,644.29,1,1,3.0,3.6,1
755.0,264,61.0,1,5863.39,1,2,6.0,1.9,1
756.0,148,19.0,5,17671.27,1,1,6.0,3.1,0
757.0,90,28.0,2,3027.94,0,1,1.0,1.5,1
758.0,325,28.0,0,18580.59,1,1,10.0,2.3,0
759.0,224,29.0,0,6368.7,0,3,7.0,2.6,1
760.0,174,31.0,2,21760.2,1,0,1.0,4.5,1
761.0,66,39.0,1,19093.15,0,1,8.0,2.1,1
762.0,346,42.0,4,6535.52,1,0,2.0,1.7,2
763.0,94,47.0,1,24174.85,1,2,3.0,1.9,1
764.0,188,34.0,4,15804.3,0,3,4.0,4.6,1
765.0,311,58.0,0,23937.88,0,0,3.0,2.6,0
766.0,165,50.0,4,8528.66,0,3,1.0,1.5,0
767.0,123,47.0,5,12271.35,1,1,3.0,4.8,0
768.0,222,58.0,4,18028.98,1,0,5.0,3.8,0
769.0,338,58.0,2,1814.66,0,1,7.0,4.4,2
770.0,169,33.0,4,12375.38,0,2,8.0,4.9,0
771.0,118,19.0,1,8574.82,1,2,7.0,2.9,1
772.0,49,20.0,1,18288.85,0,3,6.0,2.6,1
773.0,336,33.0,2,12341.79,1,1,2.0,1.1,1
774.0,13,48.0,2,7880.02,0,0,9.0,2.8,1
775.0,43,26.0,1,5972.38,0,0,3.0,1.7,2
776.0,209,18.0,1,9277.94,0,2,9.0,1.8,1
777.0,81,55.0,2,13212.03,1,2,2.0,4.6,1
778.0,19,45.0,3,2952.7,1,3,6.0,3.4,2
779.0,276,55.0,5,20105.63,1,2,5.0,2.5,0
780.0,157,26.0,5,10094.62,1,2,10.0,3.8,1
781.0,290,55.0,4,21365.88,1,1,6.0,5.0,0
782.0,122,51.0,2,18191.55,0,1,3.0,4.6,2
783.0,350,37.0,3,24021.0,1,3,9.0,2.6,2
784.0,0,31.0,0,21239.56,0,1,2.0,2.9,2
785.0,96,42.0,1,15110.74,1,1,5.0,2.8,2
786.0,103,43.0,3,21494.78,0,0,6.0,2.3,0
787.0,18,52.0,0,8550.73,0,3,7.0,1.3,2
788.0,21,60.0,2,5369.35,1,2,4.0,3.5,1
789.0,216,34.0,1,23588.06,0,3,3.0,3.7,0
790.0,318,26.0,3,8568.68,0,0,9.0,4.8,0
791.0,100,59.0,0,7956.63,1,2,5.0,2.8,2
792.0,146,60.0,2,1682.39,0,2,10.0,2.8,1
793.0,96,42.0,5,8973.67,1,3,4.0,4.0,0
794.0,3,65.0,2,24751.2,0,0,4.0,4.3,2
795.0,152,22.0,0,4206.63,0,2,5.0,4.7,2
796.0,10,28.0,2,17881.46,1,0,7.0,4.1,2
797.0,150,45.0,5,3791.13,1,2,3.0,3.6,2
798.0,86,54.0,3,16912.51,0,0,10.0,4.8,0
799.0,242,49.0,3,18532.94,1,3,7.0,4.6,2
800.0,301,44.0,4,22034.48,1,1,5.0,2.9,1
801.0,83,53.0,3,14336.76,1,2,4.0,2.8,0
802.0,176,25.0,4,9718.33,0,3,1.0,1.5,0
803.0,237,58.0,1,18999.95,0,3,4.0,3.0,2
804.0,213,37.0,1,1645.53,1,0,7.0,4.5,2
805.0,314,28.0,0,20319.61,0,1,9.0,1.3,2
806.0,262,22.0,4,12094.44,0,1,10.0,2.6,0
807.0,352,28.0,5,4855.01,0,0,9.0,2.1,2
808.0,182,28.0,0,12379.06,1,3,6.0,1.7,1
809.0,317,52.0,1,19832.68,1,1,2.0,2.7,1
810.0,215,38.0,5,2300.91,0,3,4.0,4.4,0
811.0,358,50.0,3,22774.68,1,3,7.0,4.9,2
812.0,59,40.0,2,16910.99,1,1,2.0,2.1,1
813.0,136,62.0,3,23272.16,0,1,7.0,2.9,1
814.0,303,38.0,3,5118.98,0,0,4.0,3.2,0
815.0,50,39.0,4,19344.62,1,3,2.0,4.9,2
816.0,92,65.0,1,22935.06,0,1,7.0,3.8,0
817.0,153,26.0,1,557.92,1,2,3.0,4.3,1
818.0,340,65.0,3,9302.76,0,2,4.0,1.9,2
819.0,142,41.0,2,19256.45,1,0,5.0,2.4,2
820.0,303,29.0,5,22055.41,1,2,7.0,1.2,1
821.0,187,54.0,2,6602.53,1,1,4.0,2.6,2
822.0,155,31.0,1,13613.15,0,0,3.0,4.7,0
823.0,138,39.0,4,380.54,0,1,8.0,1.8,0
824.0,40,57.0,1,5973.15,0,1,6.0,4.3,0
825.0,314,65.0,5,10234.52,0,0,7.0,1.6,2
826.0,24,19.0,5,908.97,0,3,5.0,3.6,0
827.0,257,61.0,3,16358.69,1,0,7.0,1.3,2
828.0,332,59.0,5,15329.93,0,1,10.0,1.8,2
829.0,166,38.0,4,7734.47,0,2,2.0,4.8,2
830.0,172,40.0,0,10961.76,0,1,5.0,4.6,0
831.0,285,36.0,1,16195.52,1,2,4.0,2.1,2
832.0,131,36.0,3,23068.36,1,0,5.0,4.2,0
833.0,161,20.0,3,6183.05,0,2,6.0,3.4,2
834.0,8,20.0,1,17961.09,1,2,10.0,1.3,0
835.0,34,25.0,1,5589.42,1,2,3.0,1.7,1
836.0,51,36.0,1,24404.11,0,1,1.0,3.2,1
837.0,266,47.0,4,17769.98,0,0,1.0,1.8,1
838.0,42,48.0,4,8651.67,1,0,8.0,1.4,0
839.0,311,33.0,3,8825.62,0,1,9.0,4.8,1
840.0,86,38.0,3,20544.4,1,1,10.0,2.7,2
841.0,339,60.0,1,22716.92,0,2,5.0,3.3,1
842.0,161,32.0,5,24238.82,1,0,4.0,1.1,0
843.0,256,52.0,5,3861.42,0,0,10.0,4.4,0
844.0,1,58.0,1,23152.74,1,1,3.0,2.1,1
845.0,322,54.0,2,11577.88,0,0,6.0,2.8,1
846.0,317,25.0,4,5608.2,0,3,4.0,4.4,1
847.0,317,60.0,0,19391.65,1,0,1.0,5.0,1
848.0,188,37.0,5,23127.16,0,2,7.0,3.4,1
849.0,80,21.0,1,1615.02,0,2,1.0,4.3,1
850.0,35,50.0,5,11860.48,1,3,9.0,4.4,0
851.0,147,33.0,4,11820.38,1,1,5.0,2.5,1
852.0,173,23.0,3,12225.91,1,0,9.0,3.5,1
853.0,65,25.0,0,491.52,0,3,5.0,1.3,1
854.0,201,59.0,5,12445.32,0,3,4.0,1.9,1
855.0,151,29.0,5,5662.03,0,3,7.0,1.4,0
856.0,223,34.0,0,11230.73,1,2,9.0,3.6,2
857.0,309,50.0,2,11703.85,1,1,10.0,2.9,1
858.0,30,60.0,1,7022.07,0,3,5.0,4.0,0
859.0,333,26.0,1,8385.64,1,0,7.0,4.0,2
860.0,296,51.0,4,6818.77,1,1,2.0,2.5,1
861.0,167,20.0,1,10080.4,0,3,4.0,2.5,1
862.0,179,62.0,5,16258.49,1,2,1.0,2.6,2
863.0,246,31.0,5,6372.9,0,3,6.0,3.2,0
864.0,21,55.0,3,16179.27,1,3,4.0,4.8,2
865.0,100,26.0,1,10786.56,1,1,1.0,2.3,1
866.0,345,53.0,2,2089.95,0,1,9.0,2.9,0
867.0,141,32.0,5,16804.09,1,2,3.0,3.2,0
868.0,227,51.0,5,17914.57,0,3,6.0,4.7,0
869.0,259,44.0,2,4367.29,1,3,10.0,2.1,1
870.0,131,33.0,5,14020.88,1,3,6.0,4.5,0
871.0,304,32.0,0,15311.55,0,1,10.0,3.2,0
872.0,133,41.0,1,2314.1,1,2,10.0,4.8,0
873.0,297,31.0,5,16859.38,0,3,4.0,1.3,2
874.0,254,26.0,1,24076.01,1,0,3.0,3.7,1
875.0,17,31.0,3,21354.03,1,1,8.0,4.1,1
876.0,299,39.0,0,5002.24,1,3,2.0,3.2,0
877.0,261,27.0,1,12391.03,1,1,4.0,3.4,0
878.0,320,25.0,4,20095.88,0,2,1.0,2.0,0
879.0,299,61.0,2,22473.53,1,1,10.0,1.1,2
880.0,52,54.0,1,21108.34,1,1,7.0,1.3,2
881.0,84,49.0,4,7787.81,1,0,7.0,2.1,1
882.0,0,40.0,3,13993.33,0,0,10.0,2.8,1
883.0,160,40.0,2,24116.11,0,0,3.0,3.2,1
884.0,37,61.0,2,22869.6,0,0,2.0,1.5,1
885.0,323,26.0,5,4568.99,1,1,7.0,4.9,2
886.0,235,60.0,5,6810.5,1,0,6.0,2.7,0
887.0,182,27.0,5,1906.71,1,2,6.0,3.6,0
888.0,239,34.0,3,3137.68,1,3,8.0,2.8,2
889.0,17,47.0,3,21133.52,0,2,1.0,2.0,1
890.0,269,48.0,0,16065.97,1,1,1.0,2.7,2
891.0,31,55.0,2,16814.7,1,0,10.0,2.1,2
892.0,305,56.0,1,4250.31,0,3,1.0,2.8,2
893.0,111,53.0,4,8204.24,1,3,5.0,4.0,2
894.0,229,19.0,3,8447.96,1,0,10.0,2.4,2
895.0,114,45.0,4,24561.86,1,3,3.0,1.6,1
896.0,22,22.0,4,3552.0,0,0,9.0,3.5,1
897.0,165,46.0,4,12563.8,0,2,10.0,2.5,2
898.0,239,57.0,2,19110.16,0,0,9.0,3.3,1
